ID;SENSOR;YEAR;MONTH;DAY;DATE;JULIAN;COUNT;NA;SUM;MEAN;MAX;MIN;MEDIAN;RANGE;VAR_S; SD_M ;9003;9009;10262;11118;11147;11155;16261;16338;16351;16381;16404;16426;16460
LC08_200034_20180926;LC08;2018;9;26;26/09/2018;268;1;12;0,358712465;0,358712465;0,358712465;0,358712465;0,358712465;0;;;;;;;;0,358712465;;;;;;;
LC08_200034_20181012;LC08;2018;10;12;12/10/2018;284;10;3;6,411309153;0,641130915;0,774453402;0,494901031;0,6549806;0,27955237;0,007985429;0,089361225;0,739331782;0,774453402;0,494901031;0,530698061;0,60374999;;0,581371009;;0,677261591;;0,693622589;0,683220088;0,632699609
LC08_200034_20181113;LC08;2018;11;13;13/11/2018;316;11;2;6,876178503;0,625107137;0,705802977;0,481568158;0,656548142;0,224234819;0,00411523;0,06415006;0,664079845;0,705802977;;0,547876775;0,656548142;0,481568158;0,589135826;0,662997484;0,664864838;0,614249706;;0,658359289;0,630695462
LC08_200034_20181129;LC08;2018;11;29;29/11/2018;332;13;0;9,449173689;0,726859515;0,871101856;0,48937583;0,735537171;0,381726027;0,010894853;0,104378414;0,82600069;0,850301325;0,60266;0,665955186;0,699825466;0,48937583;0,699415207;0,744600952;0,735537171;0,762231767;0,871101856;0,801249981;0,700918257
LC08_200034_20181215;LC08;2018;12;15;15/12/2018;348;13;0;9,561761469;0,735520113;0,962011158;0,479097754;0,741869926;0,482913405;0,014911149;0,122111215;0,802807927;0,861429036;0,595356524;0,645790577;0,80522567;0,479097754;0,711701512;0,741869926;0,740291238;0,760132313;0,962011158;0,789659202;0,666388631
LC08_200034_20181231;LC08;2018;12;31;31/12/2018;364;13;0;9,474547923;0,728811379;0,869001269;0,506815374;0,740280569;0,362185895;0,011435981;0,106939145;0,869001269;0,865359485;0,637398362;0,676979542;0,622103393;0,506815374;0,696458697;0,740384638;0,740280569;0,760464132;0,862894475;0,803778172;0,692629814
LC08_200034_20190116;LC08;2019;1;16;16/01/2019;15;13;0;8,927298099;0,686715238;0,804964542;0,474270731;0,707381368;0,330693811;0,009382486;0,096863235;0,786600471;0,804964542;0,573373675;0,647634566;0,594771266;0,474270731;0,651632965;0,707381368;0,71282053;0,73558116;0,790585995;0,758459747;0,689221084
LC08_200034_20190201;LC08;2019;2;1;01/02/2019;31;5;8;3,574228942;0,714845788;0,891891897;0,503100455;0,735030651;0,388791442;0,019728197;0,1404571;;0,891891897;;0,688796699;;0,503100455;;0,735030651;;0,755409241;;;
LC08_200034_20190217;LC08;2019;2;17;17/02/2019;47;7;6;4,035371542;0,576481649;0,680000007;0,465128481;0,574401677;0,214871526;0,004602393;0,06784094;;;0,528037369;;0,465128481;;0,574401677;0,609368443;0,608474553;;0,680000007;;0,569961011
LC08_200034_20190305;LC08;2019;3;5;05/03/2019;63;1;12;0,368421048;0,368421048;0,368421048;0,368421048;0,368421048;0;;;;;;;0,368421048;;;;;;;;
LC08_200034_20190321;LC08;2019;3;21;21/03/2019;79;9;4;5,343158424;0,593684269;0,68546468;0,483483493;0,597860992;0,201981187;0,005860792;0,076555808;;;0,483483493;0,507042229;0,597860992;;0,516068041;0,625749707;0,658189952;0,68546468;;0,680608392;0,588690937
LC08_200034_20190406;LC08;2019;4;6;06/04/2019;95;12;1;6,904325306;0,575360442;0,798133612;0,325641036;0,591172993;0,472492576;0,018749303;0,136928093;0,788677394;0,798133612;0,474296808;0,453061223;0,596017063;0,325641036;0,449419558;0,590391934;0,633909762;0,633074939;0,591954052;0,569747925;
LC08_200034_20190508;LC08;2019;5;8;08/05/2019;127;10;3;5,820484757;0,582048476;0,818619907;0,414858639;0,55881542;0,403761268;0,019355222;0,139123047;0,818619907;0,804605722;0,487848788;0,423715085;0,613192201;0,414858639;;;0,609258533;0,585110486;0,532520354;;0,530755043
LC08_200034_20190609;LC08;2019;6;9;09/06/2019;159;3;10;1,74547568;0,581825227;0,663977385;0,453205615;0,62829268;0,210771769;0,012725603;0,112807814;0,663977385;0,62829268;;0,453205615;;;;;;;;;
LC08_200034_20190625;LC08;2019;6;25;25/06/2019;175;13;0;7,135301769;0,548869367;0,660544038;0,381758958;0,550952792;0,27878508;0,008914272;0,094415422;0,644953489;0,660544038;0,433192134;0,417897493;0,54311651;0,381758958;0,494027317;0,598650932;0,597518444;0,637706339;0,550952792;0,650901973;0,524081349
LC08_200034_20190711;LC08;2019;7;11;11/07/2019;191;13;0;6,169816524;0,474601271;0,619620562;0,331669271;0,480440557;0,287951291;0,006655021;0,081578311;0,55940944;0,619620562;0,392935991;0,361571044;0,474390686;0,331669271;0,419280797;0,505557656;0,513647616;0,528265119;0,480440557;0,528482318;0,454545468
LC08_200034_20190727;LC08;2019;7;27;27/07/2019;207;13;0;6,863556623;0,527965894;0,680987656;0,281792372;0,524064183;0,399195284;0,012683779;0,112622284;0,520972371;0,649368227;0,456989259;0,372003108;0,508660316;0,281792372;0,524064183;0,584609032;0,614998043;0,62321353;0,566223741;0,680987656;0,479674786
LC08_200034_20190828;LC08;2019;8;28;28/08/2019;239;5;8;2,65879941;0,531759882;0,628441572;0,44770205;0,532338321;0,180739522;0,004342432;0,065897131;0,546005487;0,628441572;0,44770205;;0,504311979;;;;;;;;0,532338321
LC08_200034_20190929;LC08;2019;9;29;29/09/2019;271;13;0;7,566430032;0,582033079;0,677816927;0,418229669;0,611016929;0,259587258;0,006325921;0,079535656;0,615579486;0,677816927;0,473078936;0,512891352;0,565739214;0,418229669;0,550394773;0,611016929;0,637567222;0,653469563;0,62691468;0,675268829;0,548462451
LC08_200034_20191015;LC08;2019;10;15;15/10/2019;287;13;0;8,205494076;0,631191852;0,804111958;0,368354827;0,663584352;0,43575713;0,01452135;0,120504563;0,723335505;0,804111958;0,504404008;0,507900655;0,613647759;0,368354827;0,586005807;0,663584352;0,69045645;0,713543892;0,713917553;0,740331471;0,575899839
LC08_200034_20191031;LC08;2019;10;31;31/10/2019;303;7;6;4,073486269;0,58192661;0,777430296;0,373667538;0,597217381;0,403762758;0,015397518;0,124086734;0,637740254;0,777430296;;0,505475998;;0,373667538;;0,597217381;0,617754936;0,564199865;;;
LC08_200034_20191116;LC08;2019;11;16;16/11/2019;319;13;0;8,536842018;0,656680155;0,806718051;0,446552247;0,670598507;0,360165805;0,010057195;0,100285569;0,775889218;0,806718051;0,508586526;0,582929194;0,634320736;0,446552247;0,630317867;0,670598507;0,695943296;0,692246497;0,717557251;0,723835588;0,651347041
LC08_200034_20191218;LC08;2019;12;18;18/12/2019;351;12;1;8,60188809;0,716824008;0,851537645;0,461229175;0,727763444;0,39030847;0,012281353;0,110821265;0,830729902;0,823335171;0,595275581;0,64071244;0,718100905;0,461229175;;0,720255852;0,74141258;0,735271037;0,851537645;0,789473712;0,69455409
LC08_200034_20200103;LC08;2020;1;3;03/01/2020;2;13;0;8,886343211;0,683564862;0,80031395;0,473528534;0,686451077;0,326785415;0,008424656;0,091785923;0,80031395;0,772391379;0,576868832;0,647298694;0,607260704;0,473528534;0,683257937;0,686451077;0,724852085;0,722819567;0,763401091;0,766219258;0,661680102
LC08_200034_20200119;LC08;2020;1;19;19/01/2020;18;2;11;1,528176069;0,764088035;0,766162336;0,762013733;0,764088035;0,004148602;8,61E-06;0,002933505;0,766162336;0,762013733;;;;;;;;;;;
LC08_200034_20200204;LC08;2020;2;4;04/02/2020;34;9;4;6,07923919;0,675471021;0,808014929;0,458779097;0,695009232;0,349235833;0,013468045;0,116051907;0,808014929;0,799582481;0,527186751;0,659805;0,695009232;0,458779097;;0,679033637;;0,718830585;0,732997477;;
LC08_200034_20200220;LC08;2020;2;20;20/02/2020;50;12;1;8,060572803;0,6717144;0,849481463;0,483992457;0,669646382;0,365489006;0,009794758;0,09896847;0,849481463;0,795770407;0,584053159;0,617860854;0,677566528;0,483992457;0,628145874;0,661726236;0,709717095;0,699731886;0,749147892;;0,603378952
LC08_200034_20200307;LC08;2020;3;7;07/03/2020;66;13;0;8,020069808;0,616928447;0,825910926;0,425273001;0,62228024;0,400637925;0,011233228;0,105986924;0,825910926;0,744622946;0,496640831;0,517176449;0,634635687;0,425273001;0,559496045;0,62228024;0,621579945;0,651264191;0,685832858;0,662831426;0,572525263
LC08_200034_20200408;LC08;2020;4;8;08/04/2020;98;8;5;5,137327045;0,642165881;0,839125156;0,476288646;0,620600492;0,36283651;0,016324054;0,12776562;0,839125156;0,79978472;0,476288646;;0,679467499;;0,509316742;;0,602659345;;0,592143297;0,638541639;
LC08_200034_20200424;LC08;2020;4;24;24/04/2020;114;13;0;6,988212258;0,537554789;0,729742408;0,421188623;0,518204927;0,308553785;0,00870551;0,093303325;0,729742408;0,712852359;0,421188623;0,474399626;0,554976106;0,448438019;0,450356096;0,518204927;0,580218077;0,529113948;0,512087941;0,54130131;0,515332818
LE07_199034_19990721_ndvi;LE07;1999;7;21;21/07/1999;201;13;0;6,014766932;0,462674379;0,590925217;0,274139374;0,501118541;0,316785842;0,011558935;0,107512486;0,532374084;0,274139374;0,405733556;0,334728032;0,36952123;0,359119147;0,513163567;0,501118541;0,556135774;0,590925217;0,57809031;0,583505154;0,416212946
LE07_199034_19990806_ndvi;LE07;1999;8;6;06/08/1999;217;13;0;6,215295345;0,478099642;0,634632051;0,280560285;0,532046318;0,354071766;0,01429378;0,119556599;0,546574652;0,280560285;0,418990463;0,368005753;0,360824734;0,318965524;0,54238832;0,532046318;0,562289536;0,609738648;0,602680326;0,634632051;0,437598735
LE07_199034_19990822_ndvi;LE07;1999;8;22;22/08/1999;233;13;0;4,922002763;0,378615597;0,480519474;0,210140377;0,384560913;0,270379096;0,006145755;0,078394863;0,424449891;0,210140377;0,341909289;0,324034333;0,283515066;0,338791639;0,457777768;0,384560913;0,405805677;0,431775689;0,480519474;0,468022019;0,370700628
LE07_199034_19990907_ndvi;LE07;1999;9;7;07/09/1999;249;13;0;5,246011481;0,403539345;0,603235424;0,241379306;0,373925507;0,361856118;0,014280593;0,119501437;0,585575879;0,300585389;0,409056038;0,352979273;0,342657357;0,327751786;0,504646838;0,53156966;0,373925507;0,256038636;0,41661039;0,603235424;0,241379306
LE07_199034_19990923_ndvi;LE07;1999;9;23;23/09/1999;265;13;0;6,054924935;0,465763457;0,622321427;0,253023714;0,502552211;0,369297713;0,013111992;0,114507606;0,542509019;0,253023714;0,422018349;0,363771349;0,329796642;0,34317565;0,502552211;0,521634638;0,523513138;0,589891672;0,622321427;0,578132093;0,462585032
LE07_199034_19991025_ndvi;LE07;1999;10;25;25/10/1999;297;9;4;0,254104087;0,028233787;0,050142154;0,020131867;0,025014212;0,030010287;8,75E-05;0,009353197;0,02263315;0,027208805;0,050142154;0,020131867;;0,024261137;0,033293046;0,025014212;;;0,031064238;0,020355476;
LE07_199034_19991126_ndvi;LE07;1999;11;26;26/11/1999;329;13;0;6,58577624;0,506598172;0,735456228;0,317530334;0,502315819;0,417925894;0,014205486;0,11918677;0,659461081;0,504065037;0,458288193;0,502315819;0,596491218;0,360626549;0,413708687;0,569319427;0,420433432;0,317530334;0,735456228;0,581632674;0,466447562
LE07_199034_19991212_ndvi;LE07;1999;12;12;12/12/1999;345;10;3;2,602989927;0,260298993;0,751351357;0,006840161;0,06323353;0,744511196;0,111259294;0,333555534;0,010859403;0,006840161;0,22838138;;0,017404465;;0,746086955;0,092827916;0,011895445;;0,751351357;0,703703701;0,033639144
LE07_199034_19991228_ndvi;LE07;1999;12;28;28/12/1999;361;10;3;1,595204601;0,15952046;0,503063321;0,019674452;0,063965185;0,483388869;0,030973214;0,175992085;0,503063321;0,412844032;;0,044008382;;0,04255319;0,048275862;0,285075963;0,019674452;0,117622077;0,042432815;0,079654507;
LE07_199034_20000113_ndvi;LE07;2000;1;13;13/01/2000;12;13;0;5,305137724;0,408087517;0,716368437;0,251461983;0,365899205;0,464906454;0,020786686;0,144175884;0,716368437;0,681350112;0,345258176;0,510407269;0,33957845;0,365899205;0,251461983;0,383071542;0,373146802;0,306016594;0,361811191;0,403687209;0,267080754
LE07_199034_20000129_ndvi;LE07;2000;1;29;29/01/2000;28;13;0;6,982474029;0,537113387;0,744026363;0,34008494;0,537129819;0,403941423;0,015522678;0,124590038;0,685414672;0,744026363;0,451645076;0,537129819;0,402597398;0,34008494;0,424582899;0,57854408;0,505636513;0,657082021;0,628058732;0,609042525;0,418628991
LE07_199034_20000214_ndvi;LE07;2000;2;14;14/02/2000;44;13;0;7,929085284;0,609929637;0,758577943;0,383647799;0,632183909;0,374930143;0,01177369;0,108506637;0,718236804;0,670042634;0,556480408;0,504273534;0,489263803;0,383647799;0,668732405;0,632183909;0,702922106;0,758577943;0,701943815;0,56804496;0,574735165
LE07_199034_20000301_ndvi;LE07;2000;3;1;01/03/2000;60;13;0;7,739401013;0,595338539;0,728908896;0,350478083;0,618186235;0,378430814;0,011758422;0,108436256;0,716066122;0,618186235;0,546915472;0,458802342;0,519205272;0,350478083;0,650864482;0,599118948;0,656148851;0,641251981;0,728908896;0,699353456;0,554100871
LE07_199034_20000317_ndvi;LE07;2000;3;17;17/03/2000;76;13;0;6,358823817;0,489140294;0,700253189;0,044444446;0,520838201;0,655808743;0,041541491;0,203817297;0,679845691;0,520838201;0,505741417;0,118835308;0,442307681;0,395097643;0,513222337;0,605907202;0,651630819;0,044444446;0,700253189;0,658388257;0,522311628
LE07_199034_20000418_ndvi;LE07;2000;4;18;18/04/2000;108;13;0;6,905721426;0,53120934;0,6674757;0,382392466;0,541147113;0,285083234;0,009442936;0,097174772;0,6674757;0,427675992;0,463414639;0,396194518;0,491421044;0,382392466;0,541147113;0,562941432;0,598082602;0,605776727;0,637863636;0,644992888;0,486342669
LE07_199034_20000504_ndvi;LE07;2000;5;4;04/05/2000;124;9;4;1,639411084;0,182156787;0,540354908;0;0,144083381;0,540354908;0,031446502;0,177331617;0,345926136;0,256926;;0,085414484;;;0,144083381;0;0,540354908;0;;0,200139463;0,066566713
LE07_199034_20000520_ndvi;LE07;2000;5;20;20/05/2000;140;13;0;5,937099159;0,456699935;0,605233669;0,191652179;0,464341313;0,413581491;0,018349118;0,135458916;0,221561342;0,191652179;0,430576056;0,362674564;0,461975038;0,395738721;0,516611278;0,526897073;0,580150187;0,594812453;0,605233669;0,584875286;0,464341313
LE07_199034_20000605_ndvi;LE07;2000;6;5;05/06/2000;156;13;0;5,086060807;0,391235447;0,571517825;0,163528979;0,411723644;0,407988846;0,019761441;0,140575394;0,201607019;0,163528979;0,411723644;0,387131184;0,189412341;0,511688292;0,476534307;0,365118414;0,571517825;0,509773493;0,499245852;0,516308129;0,282471329
LE07_199034_20000621_ndvi;LE07;2000;6;21;21/06/2000;172;6;7;1,863056645;0,310509441;0,44833526;0,090243012;0,332465917;0,358092248;0,019427474;0,139382475;0,437391937;0,28371042;;;0,222154602;;0,44833526;;;;;0,090243012;0,381221414
LE07_199034_20000707_ndvi;LE07;2000;7;7;07/07/2000;188;13;0;5,534748822;0,425749909;0,539173782;0,270555168;0,444281518;0,268618613;0,007673712;0,087599724;0,444281518;0,270555168;0,371196747;0,31806615;0,330877423;0,377643496;0,465293676;0,46358791;0,50869137;0,539173782;0,511693835;0,531129897;0,40255785
LE07_199034_20000723_ndvi;LE07;2000;7;23;23/07/2000;204;11;2;2,749605104;0,2499641;0,413552105;0,09107516;0,260674834;0,322476946;0,012341891;0,111094063;0,325959355;0,222298071;0,291678041;0,229024947;0,260674834;0,122307412;;0,09107516;0,413552105;0,285714298;0,403621495;;0,103699386
LE07_199034_20000808_ndvi;LE07;2000;8;8;08/08/2000;220;13;0;6,15782702;0,473679002;0,643607676;0,291984737;0,498332709;0,351622939;0,010069496;0,10034688;0,515534222;0,291984737;0,404770643;0,348954588;0,391771019;0,410075843;0,51983124;0,498332709;0,547874153;0,576265037;0,556752622;0,643607676;0,452072531
LE07_199034_20000824_ndvi;LE07;2000;8;24;24/08/2000;236;13;0;3,939480871;0,30303699;0,456162632;0,163614884;0,272964507;0,292547747;0,010015372;0,100076832;0,184636489;0,163614884;0,249788791;0,269636184;0,222625524;0,272964507;0,207905143;0,456162632;0,44523567;0,334073246;0,326326847;0,426651746;0,379859209
LE07_199034_20000909_ndvi;LE07;2000;9;9;09/09/2000;252;13;0;6,441204548;0,495477273;0,62291038;0,33280465;0,450100213;0,29010573;0,011246391;0,106049003;0,62291038;0,33280465;0,419706494;0,399014771;0,440860212;0,3625108;0,450100213;0,540529549;0,595050633;0,620571434;0,606527627;0,605251253;0,445366532
LE07_199034_20000925_ndvi;LE07;2000;9;25;25/09/2000;268;13;0;6,088003099;0,468307931;0,649933338;0,305931032;0,447756082;0,344002306;0,010455785;0,102253535;0,520805001;0,305931032;0,442869067;0,37868315;0,381801546;0,339962363;0,42967245;0,522540152;0,57913667;0,575979471;0,512932777;0,649933338;0,447756082
LE07_199034_20001027_ndvi;LE07;2000;10;27;27/10/2000;300;10;3;4,448718637;0,444871864;0,688168585;0,200000003;0,495417506;0,488168582;0,025187597;0,158706008;0,688168585;0,415887862;0,513753355;;0,490019321;;0,50081569;0,565090179;;0,207982257;0,547413766;0,200000003;0,319587618
LE07_199034_20001112_ndvi;LE07;2000;11;12;12/11/2000;316;13;0;6,329864457;0,486912651;0,742456913;0,08660534;0,485503912;0,655851573;0,043037041;0,207453708;0,134768501;0,08660534;0,484767497;0,436718762;0,372577161;0,368274331;0,485503912;0,620974422;0,669610023;0,700607359;0,677341402;0,742456913;0,549658835
LE07_199034_20001128_ndvi;LE07;2000;11;28;28/11/2000;332;12;1;0,965567522;0,08046396;0,234616011;0,010504043;0,05205291;0,224111969;0,004681025;0,06841802;0,053577483;0,065490954;0,010504043;0,16790697;0,036217496;0,1163489;;0,050528336;0,234616011;0,133599773;0,024416614;0,025877869;0,046483073
LE07_199034_20001214_ndvi;LE07;2000;12;14;14/12/2000;348;13;0;6,069736779;0,466902829;0,654768884;0,241597965;0,498269886;0,413170919;0,022399427;0,149664383;0,654768884;0,578891277;0,434635788;0,398262143;0,241597965;0,313680589;0,498269886;0,331187993;0,575566411;0,644801438;0,526137114;0,626606226;0,245331064
LE07_199034_20001230_ndvi;LE07;2000;12;30;30/12/2000;364;8;5;2,066767767;0,258345971;0,766567171;0;0,067175293;0,766567171;0,109176404;0,330418529;0,766567171;0,716361701;0,086919107;;0,432773113;;;0,016715195;0,04743148;0;;;0
LE07_199034_20010115_ndvi;LE07;2001;1;15;15/01/2001;14;13;0;7,403974306;0,569536485;0,820723712;0,058805298;0,595755458;0,761918414;0,040288959;0,200721097;0,759821653;0,684631824;0,576874197;0,528080106;0,439490438;0,058805298;0,345428169;0,659392357;0,741074622;0,595755458;0,820723712;0,569817841;0,624078631
LE07_199034_20010131_ndvi;LE07;2001;1;31;31/01/2001;30;13;0;4,55356534;0,350274257;0,687479138;0,008233059;0,342465758;0,679246079;0,072080508;0,268478134;0,021951012;0,017709179;0,532421172;0,543841362;0,008233059;0,342465758;0,23132582;0,649245083;0,22484076;0,687479138;0,667393684;0,560922086;0,065737225
LE07_199034_20010216_ndvi;LE07;2001;2;16;16/02/2001;46;6;7;0,313494496;0,052249083;0,228816718;0;0,019108931;0,228816718;0,007919284;0,088990358;0,046459917;0,038217861;0;;;0,228816718;;;0;0;;;
LE07_199034_20010304_ndvi;LE07;2001;3;4;04/03/2001;62;13;0;2,424248695;0,186480669;0,325560212;0,0711658;0,176745549;0,254394412;0,005794267;0,076120085;0,325560212;0,287636369;0,176745549;0,176879853;0,139477983;0,1586629;0,074320242;0,242318437;0,155913055;0,26491341;0,190416932;0,0711658;0,160237953
LE07_199034_20010320_ndvi;LE07;2001;3;20;20/03/2001;78;13;0;6,080412477;0,467724037;0,666033268;0,290343493;0,461794019;0,375689775;0,011895578;0,109066853;0,666033268;0,512292027;0,358834237;0,479654759;0,461794019;0,353141457;0,398116767;0,502307415;0,651180506;0,526570022;0,432423323;0,290343493;0,447721183
LE07_199034_20010405_ndvi;LE07;2001;4;5;05/04/2001;94;13;0;6,614360869;0,50879699;0,646895885;0,3570759;0,501779377;0,289819986;0,009102703;0,095408088;0,646895885;0,424263835;0,471183449;0,405298531;0,484811664;0,3570759;0,400622487;0,529315293;0,624251485;0,601650417;0,615051925;0,552160621;0,501779377
LE07_199034_20010421_ndvi;LE07;2001;4;21;21/04/2001;110;13;0;6,598028481;0,507540652;0,620689631;0,362448186;0,504411221;0,258241445;0,009018658;0,094966617;0,599422932;0,426484913;0,457415879;0,372776479;0,481807292;0,362448186;0,41651544;0,559624851;0,61526835;0,620689631;0,619006097;0,562157214;0,504411221
LE07_199034_20010507_ndvi;LE07;2001;5;7;07/05/2001;126;5;8;1,635116965;0,327023393;0,606940269;0;0,416068375;0,606940269;0,070325335;0,265189244;0;;;;0,416068375;;0,097253829;;0,514854491;0,606940269;;;
LE07_199034_20010523_ndvi;LE07;2001;5;23;23/05/2001;142;10;3;2,772004455;0,277200446;0,541582167;0;0,269244865;0,541582167;0,027664091;0,166325258;0,541582167;0,320589602;0,447676629;;0,439211398;0,286052018;0,109041095;0,252437711;;;0,193158954;0;0,182254881
LE07_199034_20010608_ndvi;LE07;2001;6;8;08/06/2001;158;13;0;5,593139678;0,430241514;0,579549491;0,289200187;0,424302787;0,290349305;0,008197665;0,090540957;0,445306629;0,289200187;0,388601035;0,334573865;0,38640365;0,340117186;0,359576076;0,477114052;0,559920132;0,579549491;0,508474588;0,5;0,424302787
LE07_199034_20010624_ndvi;LE07;2001;6;24;24/06/2001;174;9;4;1,941161111;0,215684568;0,367860585;0;0,223886728;0,367860585;0,01187406;0,108968162;0,367860585;0,247058824;;0,220240265;;0,1783894;;0,31618759;0,116988808;0,223886728;0;;0,27054891
LE07_199034_20010710_ndvi;LE07;2001;7;10;10/07/2001;190;13;0;5,787693083;0,44520716;0,580562651;0,263891906;0,428974271;0,316670746;0,010927595;0,104535137;0,549668849;0,263891906;0,428974271;0,326972485;0,39347139;0,30344829;0,401702791;0,497415513;0,549334228;0,580562651;0,542617977;0,526315808;0,423316926
LE07_199034_20010726_ndvi;LE07;2001;7;26;26/07/2001;206;13;0;5,62547332;0,432728717;0,588277876;0,268788695;0,409417391;0,319489181;0,01064867;0,103192394;0,468261272;0,268788695;0,381676704;0,314925373;0,383903146;0,300291538;0,409417391;0,478123754;0,553465664;0,588277876;0,533621728;0,537704945;0,407015234
LE07_199034_20010811_ndvi;LE07;2001;8;11;11/08/2001;222;10;3;2,353818364;0,235381836;0,324955106;0,072750978;0,269173622;0,252204128;0,008101725;0,090009585;;;0,252824098;;0,072750978;0,086842731;0,231864214;0,288299143;0,201650083;0,309080482;0,324955106;0,300028384;0,285523146
LE07_199034_20010827_ndvi;LE07;2001;8;27;27/08/2001;238;13;0;4,844276756;0,372636674;0,525565207;0,198233306;0,376942992;0,327331901;0,007458892;0,086364876;0,376942992;0,270311475;0,327033401;0,333807826;0,198233306;0,31356898;0,3898305;0,422550827;0,47023809;0,525565207;0,410569102;0,43862167;0,367003381
LE07_199034_20010912_ndvi;LE07;2001;9;12;12/09/2001;254;11;2;3,173092514;0,288462956;0,497503281;0,090479702;0,311653107;0,407023579;0,017351793;0,131726204;0,497503281;0,32017982;0,36295715;0,311653107;0,326078206;0,090479702;;0,175853014;0,485864192;;0,271221519;0,167016804;0,164285719
LE07_199034_20010928_ndvi;LE07;2001;9;28;28/09/2001;270;10;3;1,853859134;0,185385913;0,573697805;0,05050505;0,114049308;0,523192756;0,030076027;0,173424414;0,05050505;0,052805282;0,094893366;;;;0,403319508;0,13320525;0,573697805;0,086409032;0,239802778;0,082412727;0,136808336
LE07_199034_20011014_ndvi;LE07;2001;10;14;14/10/2001;286;13;0;6,734783113;0,518060239;0,666533053;0,289969593;0,52086556;0,37656346;0,012738392;0,112864487;0,455952376;0,289969593;0,478571415;0,455605388;0,501302063;0,357393801;0,52086556;0,613522172;0,646963537;0,666533053;0,60665971;0,616797924;0,524646521
LE07_199034_20011030_ndvi;LE07;2001;10;30;30/10/2001;302;13;0;6,807625532;0,523663502;0,677995384;0,364916772;0,528627455;0,313078612;0,010381276;0,101888549;0,677995384;0,478816956;0,472606242;0,41420117;0,405639917;0,364916772;0,46940726;0,55280602;0,65464741;0,66730845;0,579433858;0,541218638;0,528627455
LE07_199034_20011115_ndvi;LE07;2001;11;15;15/11/2001;318;13;0;2,907549374;0,223657644;0,428622037;0,102102801;0,19077152;0,326519236;0,009916693;0,099582596;0,428622037;0,343524575;0,143409789;0,172221035;0,250896066;0,158372909;0,102102801;0,180923536;0,356199294;0,205607474;0,19077152;0,115567736;0,259330601
LE07_199034_20011201_ndvi;LE07;2001;12;1;01/12/2001;334;13;0;8,183389306;0,629491485;0,785714269;0,396513462;0,624716043;0,389200807;0,015266045;0,123555837;0,785714269;0,57545048;0,580474913;0,548323452;0,435460985;0,396513462;0,730295539;0,624716043;0,69669795;0,698640466;0,766122103;0,753424644;0,591554999
LE07_199034_20011217_ndvi;LE07;2001;12;17;17/12/2001;350;13;0;5,69665648;0,438204345;0,687453628;0,047422945;0,557353377;0,640030682;0,057520453;0,23983422;0,183035716;0,122248426;0,544488728;0,124886051;0,326234281;0,047422945;0,580404699;0,644405127;0,557353377;0,687453628;0,626200855;0,678506911;0,574015737
LE07_199034_20020102_ndvi;LE07;2002;1;2;02/01/2002;1;8;5;1,687008742;0,210876093;0,495753229;0,002591121;0,193189021;0,493162108;0,038453418;0,196095431;;;0,002591121;0,261494249;;0,124883793;0,495753229;0,01139783;;0,41416201;;0,35045743;0,02626908
LE07_199034_20020118_ndvi;LE07;2002;1;18;18/01/2002;17;13;0;2,690539375;0,206964567;0,722206354;0,023152435;0,073549822;0,699053919;0,083582283;0,289106006;0,703206122;0,722206354;0,71205008;0,09062402;0,079071768;0,029544931;0,051486447;0,035501033;0,029628599;0,05035536;0,090162404;0,073549822;0,023152435
LE07_199034_20020203_ndvi;LE07;2002;2;3;03/02/2002;33;13;0;4,714919627;0,362686125;0,720808208;0,125529394;0,336480945;0,595278814;0,035649657;0,188811166;0,720176756;0,720808208;0,125529394;0,47188881;0,21346058;0,375992954;0,336480945;0,232517034;0,381349504;0,275268286;0,145376176;0,42223537;0,29383561
LE07_199034_20020219_ndvi;LE07;2002;2;19;19/02/2002;49;13;0;5,727072731;0,440544056;0,727039158;0,232963547;0,422535211;0,494075611;0,025319021;0,159119519;0,727039158;0,693699539;0,340086818;0,232963547;0,422535211;0,317518234;0,267622113;0,473045349;0,628005683;0,433169663;0,504172802;0,347031951;0,340182662
LE07_199034_20020323_ndvi;LE07;2002;3;23;23/03/2002;81;13;0;7,522997707;0,578692131;0,797419012;0,385369271;0,589318573;0,412049741;0,012464776;0,111645762;0,797419012;0,657171428;0,511904776;0,467765391;0,49712494;0,385369271;0,531971574;0,589318573;0,651581883;0,616771162;0,708222806;0,616425574;0,491951317
LE07_199034_20020408_ndvi;LE07;2002;4;8;08/04/2002;97;12;1;6,403249562;0,53360413;0,789191842;0,36470589;0,506571367;0,424485952;0,019186779;0,138516348;0,789191842;0,722833872;0,464416057;0,460408151;;0,379113019;0,37997511;0,561108589;0,621641815;0,36470589;0,646712482;0,529141128;0,484001607
LE07_199034_20020424_ndvi;LE07;2002;4;24;24/04/2002;113;13;0;7,058716118;0,542978163;0,744175196;0,436323851;0,534759343;0,307851344;0,00852023;0,092305094;0,744175196;0,63775754;0,461305678;0,436323851;0,534759343;0,462696552;0,460000008;0,515381396;0,594814837;0,605936944;0,605594397;0,556135774;0,443834603
LE07_199034_20020526_ndvi;LE07;2002;5;26;26/05/2002;145;13;0;6,587139785;0,50670306;0,645808756;0,397466362;0,507108986;0,248342395;0,004953772;0,070383038;0,645808756;0,43096602;0,455191463;0,397466362;0,52175504;0,476740748;0,468599021;0,507108986;0,583053112;0,570132613;0,556414247;0,532185614;0,441717803
